name,iata,icao,lat,lon,ico,alt
"Barreiras Airport",BRA,SNBR,-12.073056,-45.008331,BR,2444
"Barreirinhas Airport",BRB,SSRS,-2.756628,-42.802662,BR,25
"Barrie Lake Simcoe Regional Airport",YLK,CYLS,44.48605,-79.555603,CA,947
"Barrow Airport",BRW,PABR,71.285439,-156.766006,US,52
"Barrow Island Airport",BWB,YBWX,-20.864401,115.405998,AU,26
"Barrow-in-Furness Walney Island Airport",BWF,EGNL,54.131161,-3.26366,GB,173
"Barter Island LRRS Airport",BTI,PABA,70.131943,-143.623886,US,2
"Bartlesville Municipal Airport",BVO,KBVO,36.762501,-96.0112,US,711
"Bartow Municipal Airport",BOW,KBOW,27.943333,-81.783333,US,125
"Basco Airport",BSO,RPUO,20.453056,121.977776,PH,291
"Basel Mulhouse-Freiburg EuroAirport",BSL,LFSB,47.5989,7.5283,FR,885
"Basra International Airport",BSR,ORMM,30.549061,47.66214,IQ,11
"Basseterre Robert L. Bradshaw International Airport",SKB,TKPK,17.31119,-62.718601,KN,170
"Bastia Poretta Airport",BIA,LFKB,42.549999,9.484722,FR,26
"Bata Airport",BSG,FGBT,1.905469,9.805681,GQ,13
"Batagay Airport",BQJ,UEBB,67.648888,134.695007,RU,738
"Batam Hang Nadim Airport",BTH,WIDD,1.121028,104.118698,ID,126
"Batesville Regional Airport",BVX,KBVX,35.7262,-91.647301,US,465
"Bathinda Airport",BUP,VIBT,30.2701,74.755798,IN,662
"Bathurst Airport",ZBF,CZBF,47.629719,-65.7388,CA,193
"Bathurst Airport",BHS,YBTH,-33.400002,149.649994,AU,2435
"Batman Airport",BAL,LTCJ,37.928959,41.116581,TR,1822
"Batna International Airport",BLJ,DABT,35.759167,6.3225,DZ,2697
"Baton Rouge Metropolitan Airport",BTR,KBTR,30.5329,-91.149803,US,70
"Batsfjord Airport",BJF,ENBS,70.600273,29.692499,NO,490
"Batticaloa International Airport",BTC,VCCB,7.705388,81.67762,LK,20
"Battle Creek Kalamazoo International Airport",BTL,KBTL,42.307301,-85.251503,US,952
"Battle Mountain Airport",BAM,KBAM,40.599747,-116.875999,US,4531
"Batu Licin Airport",BTW,WAOC,-3.41241,115.995003,ID,3
"Batumi International Airport",BUS,UGSB,41.610271,41.599689,GE,105
"Bau-Bau Betoambari Airport",BUW,WAAB,-5.48687,122.569,ID,164
"Baudette International Airport",BDE,KBDE,48.728382,-94.612091,US,1085
"Bauru Arealva Airport",JTC,SBAE,-22.157778,-49.068333,BR,1949
"Bayannur Tianjitai Airport",RLK,ZBYZ,40.926388,107.738892,CN,3400
"Bayreuth Bindlacher Berg Airport",BYU,EDQD,49.984421,11.63856,DE,1601
"Baytown Airport",HPY,KHPY,29.785995,-94.952606,US,27
"Bazhong Enyang Airport",BZX,ZUBZ,31.738056,106.64389,CN,1804
"Bearskin Lake Airport",XBE,CNE3,53.950001,-90.98333,CA,807
"Beatrice Municipal Airport",BIE,KBIE,40.299999,-96.75,US,1324
"Beaufort County Airport",BFT,KARW,32.410831,-80.635002,US,7
"Beaumont Jack Brooks Regional Airport",BPT,KBPT,29.95083,-94.020599,US,15
"Beaumont Municipal Airport",BMT,KBMT,30.0707,-94.215797,US,32
"Beaver County Airport",BFP,KBVI,40.772499,-80.391403,US,1253
"Bechar Boudghene Ben Ali Lotfi Airport",CBH,DAOR,31.645412,-2.279816,DZ,2660
"Beckley Raleigh County Memorial Airport",BKW,KBKW,37.784916,-81.125198,US,2491
"Bedford Hanscom Field",BED,KBED,42.469952,-71.289001,US,132
"Bedourie Airport",BEU,YBIE,-24.345043,139.459488,AU,305
"Beef Island Terrance B. Lettsome Airport",EIS,TUPJ,18.44483,-64.5429,VG,16
"Beida Al Abraq International Airport",LAQ,HLLQ,32.788612,21.964167,LY,2157
"Beihai Fucheng Airport",BHY,ZGBH,21.53944,109.2938,CN,83
"Beijing Capital International Airport",PEK,ZBAA,40.084152,116.592735,CN,116
"Beijing Daxing International Airport",PKX,ZBAD,39.509167,116.410553,CN,98
"Beijing Nanyuan Airport",NAY,ZBNY,39.782501,116.387779,CN,-1
"Beira Airport",BEW,FQBR,-19.7964,34.907551,MZ,33
"Beirut Rafic Hariri International Airport",BEY,OLBA,33.82093,35.48838,LB,87
"Beja International Airport",BYJ,LPBJ,38.078888,-7.9325,PT,636
"Bejaia Soummam Airport",BJA,DAAE,36.71199,5.069922,DZ,20
"Belaya Gora Airport",BGN,UESG,68.556946,146.234726,RU,25
"Belem Val de Cans International Airport",BEL,SBBE,-1.37925,-48.4762,BR,54
"Belfast City George Best  Airport",BHD,EGAC,54.61805,-5.8725,GB,15
"Belfast International Airport",BFS,EGAA,54.657501,-6.21583,GB,268
"Belgaum Airport",IXG,VOBM,15.85928,74.618294,IN,2487
"Belgorod International Airport",EGO,UUOB,50.639999,36.59,RU,734
"Belgrade Nikola Tesla Airport",BEG,LYBE,44.818439,20.30913,RS,335
"Belize City Philip S. W. Goldson International Airport",BZE,MZBZ,17.539141,-88.308197,BZ,15
"Belize City Sir Barry Bowen Municipal Airport",TZA,MZBE,17.516512,-88.194695,BZ,8
"Bella Coola Airport",QBC,CYBD,52.387501,-126.595833,CA,117
"Bellaire Antrim County Airport",ACB,KACB,44.988602,-85.198402,US,623
"Belle Ile En Mer Airport",BIC,LFEA,47.325184,-3.201334,FR,172
"Belleville MidAmerica St. Louis Airport",BLV,KBLV,38.54517,-89.835098,US,458
"Bellingham International Airport",BLI,KBLI,48.79269,-122.537003,US,170
"Belo Horizonte Pampulha Airport",PLU,SBBH,-19.851101,-43.9506,BR,2589
"Belo Horizonte Tancredo Neves International Airport",CNF,SBCF,-19.633699,-43.9688,BR,2715
"Beloyarsk Airport",EYK,USHQ,63.683056,66.68306,RU,82
"Bembridge Airport",BBP,EGHJ,50.678055,-1.109444,GB,53
"Bemidji Regional Airport",BJI,KBJI,47.509998,-94.93,US,1391
"Benalla Airport",BLN,YBLA,-36.551899,146.007004,AU,569
"Benbecula Airport",BEB,EGPL,57.48111,-7.36277,GB,19
"Bendigo Airport",BXG,YBDG,-36.739399,144.330002,AU,705
"Bengaluru Kempegowda International Airport",BLR,VOBL,13.198889,77.705559,IN,3002
"Benghazi Benina International Airport",BEN,HLLB,32.096779,20.26947,LY,433
"Bengkulu Fatmawati Soekarno Airport",BKS,WIGG,-3.8637,102.338997,ID,50
"Beni Airport",BNC,FZNP,0.576373,29.47238,CD,3491
"Beni Mellal Airport",BEM,GMMD,32.400002,-6.316667,MA,1700
"Benin Airport",BNI,DNBE,6.316981,5.599503,NG,258
"Benton Harbor Southwest Michigan Regional Airport",BEH,KBEH,42.128601,-86.428497,US,643
"Bentonville Municipal Airport",QTV,KVBT,36.345627,-94.219337,US,1288
"Bentonville Northwest Arkansas National Airport",XNA,KXNA,36.28186,-94.306801,US,1288
"Bequia J.F. Mitchell Airport",BQU,TVSB,12.9884,-61.262001,VC,15
"Berbera Airport",BBO,HCMI,10.38916,44.941101,SO,30
"Berens River Airport",YBV,CYBV,52.358696,-97.021408,CA,716
"Bergen Flesland Airport",BGO,ENBR,60.293381,5.218142,NO,170
"Bergen op Zoom Woensdrecht Air Base Airport",WOE,EHWO,51.4491,4.34203,NL,63
"Bergerac Dordogne Perigord Airport",EGC,LFBE,44.824429,0.520525,FR,171
"Berlevag Airport",BVG,ENBV,70.871384,29.034161,NO,42
"Berlin Brandenburg Airport",BER,EDDB,52.362877,13.503722,DE,157
"Bermuda L.F. Wade International Airport",BDA,TXKF,32.36404,-64.678703,BM,18
"Bern Airport",BRN,LSZB,46.914101,7.497153,CH,1674
"Bertoua Airport",BTA,FKKO,4.548611,13.72611,CM,2133
"Beryozovo Airport",EZV,USHB,63.924583,65.044853,RU,75
"Besancon La Veze Airport",QYB,LFQM,47.2066,6.08368,FR,1271
"Beslan Airport",OGZ,URMO,43.205002,44.606667,RU,1673
"Bethel Airport",BET,PABE,60.77977,-161.837997,US,128
"Bettles Airport",BTT,PABT,66.91394,-151.529007,US,647
"Beverly Regional Airport",BVY,KBVY,42.584202,-70.916496,US,107
"Beziers Cap d'Agde Airport",BZR,LFMU,43.323421,3.353397,FR,56
"Bhadrapur Airport",BDP,VNCG,26.570801,88.079597,NP,300
"Bhamo Banmaw Airport",BMO,VYBM,24.268354,97.249054,MM,377
"Bharatpur Airport",BHR,VNBP,27.678049,84.429443,NP,600
"Bhavnagar Airport",BHU,VABV,21.752199,72.185181,IN,44
"Bhopal Raja Bhoj Airport",BHO,VABP,23.28746,77.337372,IN,1719
"Bhubaneswar Biju Patnaik International Airport",BBI,VEBS,20.24436,85.81778,IN,138
"Bhuj Airport",BHJ,VABJ,23.287821,69.670143,IN,268
"Biak Frans Kaisiepo Airport",BIK,WABB,-1.19001,136.107895,ID,46
"Biala Podlaska Airport",BXP,EPBP,52.003056,23.143612,??,495
"Biarritz Pays Basque Airport",BIQ,LFBZ,43.468391,-1.523171,FR,223
"Bidar Airport",IXX,VOBR,17.908081,77.487144,IN,2186
"Bielefeld Airport",BFE,EDLI,51.964722,8.544444,DE,433
"Biella Cerrione Airport",QIC,LILE,45.495239,8.102928,IT,904
"Big Trout Lake Airport",YTL,CYTL,53.817501,-89.896896,CA,777
"Bijie Feixiong Airport",BFJ,ZUBJ,27.266666,105.479164,CN,4751
"Bikaner Nal Airport",BKB,VIBK,28.070601,73.207199,IN,750
"Bilaspur Airport",PAB,VEBU,21.988333,82.111115,IN,899
"Bilbao Airport",BIO,LEBB,43.30109,-2.9106,ES,138
"Bildudalur Airport",BIU,BIBD,65.641388,-23.54611,IS,18
"Billings Logan International Airport",BIL,KBIL,45.807659,-108.542,US,3652
"Billund Airport",BLL,EKBI,55.740318,9.151778,DK,247
"Bima Sultan Muhammad Salahudin Airport",BMU,WADB,-8.53964,118.687302,ID,3
"Bingol Airport",BGG,LTCU,38.861111,40.592499,TR,3490
"Bintulu Airport",BTU,WBGB,3.12385,113.020401,MY,74
"Biratnagar Airport",BIR,VNVT,26.484159,87.264442,NP,236
"Birch Creek Airport",KBC,KZ91,66.27504,-145.817902,US,435
"Birdsville Airport",BVI,YBDV,-25.898333,139.343338,AU,157
"Birjand International Airport",XBJ,OIMB,32.898048,59.266109,IR,4952
"Birmingham Airport",BHX,EGBB,52.45385,-1.74802,GB,327
"Birmingham Shuttlesworth International Airport",BHM,KBHM,33.563881,-86.752296,US,650
"Bisha Domestic Airport",BHH,OEBH,19.98435,42.62088,SA,3887
"Bishkek Manas International Airport",FRU,UCFM,43.061298,74.477547,KG,2058
"Bishop Eastern Sierra Regional Airport",BIH,KBIH,37.3731,-118.363998,US,4124
"Biskra Airport",BSK,DAUB,34.793282,5.738231,DZ,289
"Bismarck Municipal Airport",BIS,KBIS,46.774479,-100.758209,US,1661
"Bissau Osvaldo Vieira International Airport",OXB,GGOV,11.8947,-15.6536,GW,129
"Bitburg Airport",BBJ,EDRB,49.945332,6.565,DE,1223
"Black Tickle Airport",YBI,CCE4,53.469398,-55.785,CA,57
"Blackall Airport",BKQ,YBCK,-24.4277,145.428604,AU,928
"Blackbushe Airport",BBS,EGLK,51.323879,-0.8475,GB,325
"Blackpool International Airport",BLK,EGNH,53.772106,-3.038085,GB,34
"Blacksburg Virginia Tech Montgomery Executive Airport",BCB,KBCB,37.2076,-80.407799,US,2132
"Blagoveshchensk Ignatyevo Airport",BQS,UHBB,50.425388,127.412399,RU,638
"Blanding Municipal Airport",BDG,KBDG,37.583233,-109.483215,US,5817
"Blantyre Chileka International Airport",BLZ,FWCL,-15.679,34.97401,MW,2555
"Blenheim Woodbourne Airport",BHE,NZWB,-41.518299,173.870193,NZ,109
"Blimbingsari Airport",BWX,WADY,-8.31,114.340279,ID,110
"Block Island Airport",BID,KBID,41.169434,-71.579613,US,109
"Bloemfontein Airport",BFN,FABL,-29.092699,26.302441,ZA,4458
"Blois Le Breuil Airport",QYO,LFOQ,47.678616,1.208735,FR,384
"Blonduos Airport",BLO,BIBL,65.644997,-20.2875,IS,131
"Bloomington Central Illinois Regional Airport",BMI,KBMI,40.477112,-88.915901,US,871
"Bloomington Monroe County Airport",BMG,KBMG,39.139999,-86.610001,US,846
"Blountville Tri-Cities Regional Airport",TRI,KTRI,36.47522,-82.407402,US,1519
"Bluefields Airport",BEF,MNBL,11.99096,-83.774002,NI,41
"Blythe Airport",BLH,KBLH,33.616505,-114.716782,US,391
"Blytheville Arkansas International Airport",BYH,KBYH,35.96434,-89.943901,US,254
"Bo Airport",KBS,GFBO,7.95,-11.767,SL,328
"Boa Vista International Airport",BVB,SBBV,2.846311,-60.689999,BR,276
"Boa Vista Rabil Airport",BVC,GVBA,16.13653,-22.8888,CV,69
"Boca Raton Airport",BCT,KBCT,26.3785,-80.107597,US,13
"Bocas Del Toro International Airport",BOC,MPBO,9.340853,-82.250801,PA,10
"Bodaybo Airport",ODO,UIKB,57.860001,114.239998,RU,919
"Bodo Airport",BOO,ENBO,67.269157,14.36527,NO,42
"Bodrum Milas Airport",BJV,LTFE,37.25061,27.66431,TR,21
"Bogota El Dorado International Airport",BOG,SKBO,4.703056,-74.138298,CO,8361
"Boigu Island Airport",GIC,YBOI,-9.233333,142.21666,AU,10
"Boise Airport",BOI,KBOI,43.564362,-116.222,US,2871
"Bojnord Airport",BJB,OIMN,37.489719,57.308849,IR,3543
"Bokhtar International Airport",KQT,UTDT,37.866337,68.864517,TJ,1451
"Bol Brac Airport",BWK,LDSB,43.285702,16.679701,HR,1776
"Bole Alashankou Airport",BPL,ZWBL,44.895,82.299721,CN,1253
"Bologna Guglielmo Marconi Airport",BLQ,LIPE,44.535439,11.28866,IT,123
"Bolzano Airport",BZO,LIPB,46.46019,11.32638,IT,789
"Bonaire Flamingo International Airport",BON,TNCB,12.13104,-68.268501,BQ,20
"Bonaventure Airport",YVB,CYVB,48.07111,-65.460281,CA,123
"Bonito Airport",BYO,SBDB,-21.247299,-56.452499,BR,1180
"Bonn Hangelar Airport",QCH,EDKB,50.76889,7.163333,BR,196
"Bonnyville Airport",YBY,CYBF,54.299999,-110.739998,CA,1836
"Boolgeeda Airport",OCM,YBGD,-22.540001,117.275002,AU,1866
"Bor Podkamennaya Tunguska Airport",TGP,UNIP,61.59,89.979446,RU,213
"Bora Bora Airport",BOB,NTTB,-16.4443,-151.751007,PF,10
"Bordeaux Merignac Airport",BOD,LFBD,44.828609,-0.71527,FR,166
"Borger Hutchinson County Airport",BGD,KBGD,35.700901,-101.393997,US,3055
"Borkum Airport",BMK,EDWR,53.595501,6.709167,DE,3
"Borlange Dala Airport",BLE,ESSD,60.422009,15.51521,SE,503
"Bornholm Airport",RNN,EKRN,55.063259,14.75955,DK,52
"Borongan Airport",BPA,RPVW,11.67484,125.479462,PH,14
"Bosaso Airport",BSA,HCMF,11.283333,49.150002,SO,6
"Bost Airport",BST,OABT,31.55901,64.36409,AF,2464
"Boston Logan International Airport",BOS,KBOS,42.362968,-71.006401,US,20
"Bouake Airport",BYK,DIBK,7.7388,-5.07366,CI,1230
"Bouarfa Airport",UAR,GMFB,32.514172,-1.98167,MA,3633
"Boulder City Municipal Airport",BLD,KBVU,35.946777,-114.856377,US,2203
"Boulder Municipal Airport",WBU,KBDU,40.039398,-105.225998,US,5288
"Boulia Airport",BQL,YBOU,-22.9,139.899994,AU,542
"Bountiful Skypark Airport",BTF,KBTF,40.8694,-111.927002,US,4234
"Bourg-en-Bresse Ceyzeriat Airport",QYY,LFHS,46.202198,5.291796,FR,857
"Bourges Airport",BOU,LFLD,47.064449,2.378953,FR,529
"Bourke Airport",BRK,YBKE,-30.0392,145.951996,AU,352
"Bournemouth Airport",BOH,EGHH,50.779999,-1.8425,GB,38
"Bovanenkovo Airport",BVJ,USDB,70.315277,68.333611,RU,23
"Bowling Green Warren County Regional Airport",BWG,KBWG,36.962223,-86.422218,US,547
"Bozeman Yellowstone International Airport",BZN,KBZN,45.777458,-111.152,US,4473
"Bradford Regional Airport",BFD,KBFD,41.802223,-78.639442,US,2143
"Braga Airport",BGZ,LPBR,41.587101,-8.44514,PT,247
"Braganca Airport",BGC,LPBG,41.8578,-6.70712,PT,2241
"Brainerd Lakes Regional Airport",BRD,KBRD,46.397221,-94.137497,US,1226
"Brandon Municipal Airport",YBR,CYBR,49.91,-99.951897,CA,1343
"Branson Airport",BKG,KBBG,36.532082,-93.2005,US,1302
"Brasilia International Airport",BSB,SBBR,-15.8711,-47.918598,BR,3479
"Brasov Airport",GHV,LRBV,45.706043,25.52339,RO,1738
"Bratislava M. R. Stefanik Airport",BTS,LZIB,48.170158,17.21266,SK,436
"Bratsk Airport",BTK,UIBB,56.370548,101.698303,RU,1610
"Braunschweig Airport",BWE,EDVE,52.31916,10.55611,DE,295
"Brawley Municipal Airport",BWC,KBWC,32.992901,-115.516998,US,-128
"Brazzaville Maya Maya Airport",BZV,FCBB,-4.2517,15.25303,CG,1048
"Breda International Airport",QHS,EHSE,51.554962,4.553187,NL,28
"Brekstad Orland Airport",OLA,ENOL,63.698898,9.604003,NO,28
"Bremen Airport",BRE,EDDW,53.047501,8.786667,DE,14
"Bremerton National Airport",PWT,KPWT,47.485001,-122.763336,US,439
"Brescia Montichiari Airport",VBS,LIPO,45.428879,10.33055,IT,356
"Bresso Airport",QIB,LIMB,45.539577,9.202372,IT,474
"Brest Airport",BQT,UMBB,52.116669,23.883333,BY,469
"Brest Bretagne Airport",BES,LFRB,48.44722,-4.42166,FR,325
"Breves Airport",BVS,SNVS,-1.636789,-50.443901,BR,47
"Brevig Mission Airport",KTS,PFKT,65.331299,-166.466003,US,38
"Bria Airport",BIV,FEFR,6.527778,21.989441,CF,1975
"Bridgetown Grantley Adams International Airport",BGI,TBPB,13.0746,-59.492401,BB,169
"Brigham City Airport",BMC,KBMC,41.549168,-112.062225,US,4226
"Brighton City Shoreham Airport",ESH,EGKA,50.835548,-0.29722,GB,7
"Brindisi Airport",BDS,LIBR,40.657631,17.947029,IT,47
"Brisbane Airport",BNE,YBBN,-27.3841,153.117493,AU,13
"Bristol Airport",BRS,EGGD,51.38266,-2.71908,GB,622
"Brive Souillac Airport",BVE,LFSL,45.040031,1.487762,FR,1016
"Brno Turany Airport",BRQ,LKTB,49.15126,16.694429,CZ,778
"Brochet Airport",YBT,CYBT,57.889439,-101.678001,CA,1136
"Broken Bow Municipal Airport",BBW,KBBW,41.436436,-99.642082,US,2527
"Broken Hill Airport",BHQ,YBHI,-31.998983,141.468567,AU,958
"Bromont Airport",ZBM,CZBM,45.290798,-72.741402,CA,375
"Bronnoysund Airport",BNN,ENBN,65.461113,12.2175,NO,25
"Brookings Airport",BKX,KBKX,44.303333,-96.811111,US,1648
"Broome International Airport",BME,YBRM,-17.9447,122.231598,AU,56
"Brownsville South Padre Island International Airport",BRO,KBRO,25.90683,-97.425797,US,22
"Brownwood Regional Airport",BWD,KBWD,31.794722,-98.956665,US,1387
"Brunei International Airport",BWN,WBSB,4.9442,114.928299,BN,73
"Brunswick Golden Isles Airport",BQK,KBQK,31.258801,-81.4664,US,26
"Brunswick Malcolm McKinnon Airport",SSI,KSSI,31.15,-81.389999,US,19
"Brussels Airport",BRU,EBBR,50.901379,4.484444,BE,184
"Brussels South Charleroi Airport",CRL,EBCI,50.459999,4.452778,BE,614
"Bryan Coulter Field",CFD,KCFD,30.715691,-96.331299,US,367
"Bryansk International Airport",BZK,UUBP,53.214191,34.176441,RU,663
"Bucaramanga Palonegro International Airport",BGA,SKBG,7.126944,-73.184998,CO,3902
"Bucharest Aurel Vlaicu Airport",BBU,LRBS,44.503189,26.10211,RO,297
"Bucharest Henri Coanda International Airport",OTP,LROP,44.572159,26.102171,RO,314
"Buckland Airport",BKC,PABL,65.978889,-161.126663,US,24
"Budapest Budaors Airport",QEB,LHBS,47.450832,18.980556,HU,440
"Budapest Ferenc Liszt International Airport",BUD,LHBP,47.436932,19.25559,HU,495
"Budel Kempen Airport",QHB,EHBD,51.2561,5.601917,NL,114
"Buenaventura Gerardo Tobar Lopez Airport",BUN,SKBU,3.819592,-76.989601,CO,48
"Buenos Aires Jorge Newbery Airport",AEP,SABE,-34.559101,-58.4156,AR,18
"Buenos Aires Ministro Pistarini International Airport",EZE,SAEZ,-34.822201,-58.535801,AR,67
"Buffalo Narrows Airport",YVT,CYVT,55.841942,-108.417,CA,1444
"Buffalo Niagara International Airport",BUF,KBUF,42.940521,-78.732101,US,727
"Bugulma Airport",UUA,UWKB,54.630001,52.790001,RU,991
"Bujumbura International Airport",BJM,HBBA,-3.32401,29.31851,BI,2582
"Buka Airport",BUA,AYBK,-5.42232,154.673004,PG,11
"Bukhara International Airport",BHK,UTSB,39.775002,64.48333,UZ,751
"Bukoba Airport",BKZ,HTBU,-1.330269,31.818968,TZ,3746
"Bulawayo Joshua Mqabuko Nkomo International Airport",BUQ,FVBU,-20.017401,28.617861,ZW,4359
"Bullhead International Airport",IFP,KIFP,35.155972,-114.558998,US,701
"Bunbury Airport",BUY,YBUN,-33.378056,115.676941,AU,53
"Bundaberg Airport",BDB,YBUD,-24.898708,152.321869,AU,107
"Bunia Airport",BUX,FZKA,1.565719,30.220831,CD,4045
"Bunnell Flagler County Airport",QQF,KFIN,29.467501,-81.20639,US,33
"Buochs Airport",BXO,LSZC,46.974445,8.396944,CH,1475
"Buol Airport",UOL,WAMY,1.1027,121.414101,ID,27
"Buon Ma Thuot Airport",BMV,VVBM,12.66831,108.120201,VN,1729
"Burbank Bob Hope Airport",BUR,KBUR,34.200661,-118.358002,US,778
"Burgas Airport",BOJ,LBBG,42.56958,27.51523,BG,135
"Burgos Airport",RGS,LEBG,42.357498,-3.613611,ES,2963
"Buriram Airport",BFV,VTUO,15.2295,103.252998,TH,590
"Burley Municipal Airport",BYI,KBYI,42.542599,-113.772003,US,4150
"Burlington Alamance Regional Airport",QQY,KBUY,36.048611,-79.474998,US,616
"Burlington International Airport",BTV,KBTV,44.471859,-73.153198,US,335
"Burlington Municipal Airport",QQU,KBUU,42.691944,-88.303886,US,780
"Burlington Southeast Iowa Regional Airport",BRL,KBRL,40.78611,-91.123337,US,698
"Burlington/Mount Vernon Skagit Regional Airport",MVW,KBVS,48.472748,-122.417976,US,118
"Burnie Airport",BWT,YWYY,-40.99889,145.73111,AU,62
"Burns Lake Airport",YPZ,CYPZ,54.376427,-125.951256,CA,2350
"Burqin Kanas Airport",KJI,ZWKN,48.221111,86.998055,CN,3898
"Bursa Yenisehir Airport",YEI,LTBR,40.255001,29.5625,TR,760
"Busan Gimhae International Airport",PUS,RKPK,35.17952,128.938202,KR,6
"Bushehr Airport",BUZ,OIBB,28.944811,50.834629,IR,68
"Busselton Regional Airport",BQB,YBLN,-33.687222,115.400276,AU,55
"Busuanga Airport",USU,RPVV,12.121458,120.100029,PH,148
"Butaritari Airport",BBG,NGTU,3.086669,172.81221,KI,20
"Butler Regional Airport",BTP,KBTP,40.776901,-79.949699,US,1248
"Butte Bert Mooney Airport",BTM,KBTM,45.951111,-112.493889,US,5550
"Butuan Bancasi Airport",BXU,RPME,8.951322,125.477898,PH,141
"Bydgoszcz Ignacy Jan Paderewski Airport",BZG,EPBY,53.096802,17.977659,PL,235
"Ca Mau Airport",CAH,VVCM,9.177667,105.17778,VN,6
"Cabinda Airport",CAB,FNCA,-5.59699,12.18835,AO,66
"Cabo Frio International Airport",CFB,SBCB,-22.92,-42.07,BR,14
"Cabo San Lucas International Airport",CSL,MMSL,22.947701,-109.936996,MX,670
"Cacoal Airport",OAL,SSKW,-11.496,-61.450802,BR,778
"Cadillac Wexford County Airport",CAD,KCAD,44.276066,-85.420662,US,1303
"Caen Carpiquet Airport",CFR,LFRK,49.173279,-0.44987,FR,256
"Caernarfon Airport",QKC,EGCK,53.101665,-4.3375,GB,14
"Cagayan de Oro Laguindingan Airport",CGY,RPMY,8.6125,124.457222,PH,190
"Cagliari Elmas Airport",CAG,LIEE,39.251461,9.054283,IT,13
"Cahors Lalbenque Airport",ZAO,LFCC,44.35183,1.476396,FR,882
"Cairns Airport",CNS,YBCS,-16.885799,145.755203,AU,10
"Cairo Capital International Airport",CCE,HECP,30.07222,31.83333,EG,760
"Cairo International Airport",CAI,HECA,30.121941,31.40555,EG,382
"Cajamarca Airport",CJA,SPJB,-7.13918,-78.489403,PE,8781
"Calabar Margaret Ekpo International Airport",CBQ,DNCA,4.976019,8.347196,NG,210
"Calais Dunkerque Airport",CQF,LFAC,50.96093,1.951433,FR,10
"Calama El Loa Airport",CJC,SCCF,-22.4981,-68.903503,CL,7543
"Calbayog Airport",CYP,RPVC,12.075833,124.543053,PH,12
"Caldas Novas Airport",CLV,SBCN,-17.724722,-48.610001,BR,2247
"Caldwell Essex County Airport",CDW,KCDW,40.875004,-74.280212,US,171
"Calexico International Airport",CXL,KCXL,32.667458,-115.517677,US,1
"Calgary International Airport",YYC,CYYC,51.11388,-114.019997,CA,3557
"Cali Alfonso Bonilla Aragon International Airport",CLO,SKCL,3.543056,-76.381599,CO,3162
"Caloundra Airport",CUD,YCDR,-26.799999,153.100006,AU,12
"Calvi Sainte-Catherine Airport",CLY,LFKC,42.520359,8.793028,FR,209
"Camaguey Ignacio Agramonte International Airport",CMW,MUCM,21.42042,-77.847397,CU,413
"Camarillo Airport",QTC,KCMA,34.213715,-119.090408,US,69
"Cambridge Airport",CBG,EGSC,52.205002,0.175,GB,47
"Cambridge Bay Airport",YCB,CYCB,69.108047,-105.138,CA,90
"Cambridge Dorchester Airport",CGE,KCGE,38.539299,-76.030403,US,20
"Camden Airport",CDU,YSCN,-34.040199,150.687195,AU,230
"Camp Springs Joint Base Andrews",ADW,KADW,38.809425,-76.867081,US,262
